TweetID,Username,Text,CreateDate,Biased,Keyword,Predicted_Class,score_neutral,score_Jews,score_Israel,score_Kikes,score_ZioNazi,confidence
1344354232682618881,derspiegel,Wenige Tage nach dem Impfstart in Deutschland gibt es reichlich Unklarheiten. Israel hat sich hingegen bereits zum »Corona-Impfweltmeister« erklärt. Warum läuft die Immunisierung in einzelnen Ländern so unterschiedlich? https://t.co/9aYZ3FRH84,2020-12-30 18:46:40+00:00,0,Israel,neutral,0.9994265,0.0003056072,0.00046235413,0.00038096678,0.00014595731,0.9994265
1344226026428235777,Platon48740401,@RoshiSwen @ClaudiusSailer @NatalieGrams Die Zulassungsfrage ändert doch nichts an der Problematik dass zu wenig Impfstoff vorhanden ist.\n\nDie Frage von CS war was hättest Du bei der Beschaffungsfrage im Frühjahr gemacht?\n\nIsrael hat übrigens nur ~9Mio Einwohner und ne andere Alterstruktur.\nMMn ein unpassender Vergleich,2020-12-30 10:17:13+00:00,0,Israel,neutral,0.9993819,0.00027207754,0.0012825539,0.00019913637,0.00014972352,0.9993819
1343970128564801540,interpenetrant,"Israel impft jetzt so schnell dass man bis Mitte Januar die schweren Fälle bei den über 60 Jährigen im wesentlichen in den Griff bekommen könnte. Wenn man das Tempo hochrechnet wäre Israel im April wahrscheinlich das erste Land, welches über Impfungen Herdenimmunität erreicht. https://t.co/fxUn9AQnze",2020-12-29 17:20:23+00:00,0,Israel,neutral,0.999363,0.0002856368,0.0026870654,0.0003417644,0.00014388852,0.999363
1343855006143959042,ww_muc,"Im Jahr 2020 hat die UNO 17 Resolutionen gegen Israel verabschiedet. Gegen den Rest der Welt insgesamt 6. Deutschland hat meistens zugestimmt. Keine einzige Resolution zur Menschenrechtssituation in China, Venezuela, Saudi-Arabien, Kuba, Türkei, Pakistan...https://t.co/w0W7m1O7pD",2020-12-29 09:42:55+00:00,0,Israel,neutral,0.9993851,0.00029853854,0.0016137188,0.0001951984,0.00015246516,0.9993851
1343637999981105154,PreinfalkFritz,Sintflut: Prähistorischer #Tsunami traf #Israel - https://t.co/4DZlB8BFAN https://t.co/gB4WiMcUqa #Archäologie #Geschichte #Forschung #Wissenschaft #News #Nachrichten #Neuigkeiten #Meldungen #neu #Wissen #aktuell #heute #Mittelmeer #Steinzeit https://t.co/mnCcQBBJSd,2020-12-28 19:20:37+00:00,0,Israel,neutral,0.9993954,0.00027756792,0.00025302212,0.00016190622,0.00013546982,0.9993954
1343625536464105472,Net_Schmelter,"@fettekette @juertiss @polenz_r @jensspahn Gestern war Impfstart in Deutschland. Deutschland hat pro Kopf mehr BioNTech Impfdosen gesichert als UK, USA oder Frankreich. Israel ist die Ausnahme.",2020-12-28 18:31:05+00:00,0,Israel,neutral,0.99932957,0.0004063362,0.00058359554,0.00044072565,0.00023762402,0.99932957
1343144028217466881,AndreasBaierDe,"@techarmin @kamchatka_1 @tagesschau Gehört Israel zur EU?\n\nWieso wollen Sie vorschreiben, welches Land, wieviel Dosen bekommt?",2020-12-27 10:37:45+00:00,0,Israel,neutral,0.9992186,0.000464708,0.006630265,0.0011567707,0.00038406986,0.9992186
1342885039072284676,Freyfahrer,"Israel 🇮🇱 impft jeden Tag mehr als 1.1 % seiner Bevölkerung gegen #Corona. Je - den Tag!!! 😳\n\nBerlin „plant“ die Impfung von 10% seiner Bevölkerung bis 1.4. \n\nBerlin schafft also in 3 Monaten, was Israel in 9 Tagen schafft.\n\nIch hohl mir jetzt Wein. Viel Wein. Und weine. https://t.co/vX22kb9mnX",2020-12-26 17:28:37+00:00,0,Israel,neutral,0.99931407,0.0002879764,0.0010149563,0.0002435618,0.00016208175,0.99931407
1342412123985637376,DEUTSCHES_VOLK_,"@SchwabenVon @vonHindenburg1 Noch viel trauriger ist es, daß die #AfD Protagonisten das deutsche Volk verführen, damit es doch bitte gern für Israel sterben solle. Kein Wort der Ehre für unser Volk, - kein Wort von #Germania3000 und ganz großes Stillschweigen über den #Volkskuenstler \nhttps://t.co/uwtlCBhE9H",2020-12-25 10:09:25+00:00,1,Israel,neutral,0.99929583,0.00030054286,0.00031294173,0.00021582562,0.00016125104,0.99929583
1341975520347631618,onkeltorben,Wenn ihr denkt viel mehr als bei uns in Deutschland kann eine Regierung nicht falsch machen.\n\nIn Israel steht man kurz vor einem 3. Lockdown und es wird die 4. Neuwahlen in 2 Jahren geben weil sich das Parlament gerade selbst aufgelöst hat. \n\nEs geht immer noch schlimmer.,2020-12-24 05:14:31+00:00,0,Israel,neutral,0.9994265,0.00028970232,0.0012940044,0.00032516656,0.00017606857,0.9994265
1341456761778282497,iran_journal,Ein Atom-Uboot der #USA ist in die Straße von Hormuz gefahren. Es wird von zwei Kriegsschiffen begleitet Ein israelisches U-Boot ist auch auf den Weg in den Persischen Golf.   \n#Iran #Israel https://t.co/GCroGCi3o1,2020-12-22 18:53:09+00:00,0,Israel,neutral,0.9994042,0.00034779104,0.00062013324,0.0003239756,0.00019071269,0.9994042
1341329464987443200,pcp68908616,"Was für intellektuelle Verrenkungen gemacht werden, um BDS als nicht-antisemitisch darzustellen. Eine Bewegung zum Israel-Boykott, die zugleich einzelne Juden, etwa Wissenschaftler, angreift und von Konferenzen ausschließen will, ist doch sonnenklar antisemitisch. #BDS",2020-12-22 10:27:19+00:00,0,Israel,neutral,0.99865854,0.0004649196,0.0008539664,0.0005609797,0.00016081524,0.99865854
1341096409056096259,katjahusen,"Die Resolution des Bundestages steht am Ende einer Ungleichbehandlung, die immer wieder zur Dämonisierung und doppelten Standards in Bezug auf Israel führt. Nicht am Anfang einer Ungleichbehandlung.",2020-12-21 19:01:14+00:00,0,Israel,neutral,0.9992718,0.00034110135,0.027238477,0.00040492121,0.00019406443,0.9992718
1341078395199885314,Korallenherz,"Janko erzählt, das nach der Wichteldemo am 18.11., auf der eine Israelfahne zu sehen war und bei der es zum WaWe-Einsatz kam, der deutsche Botschafter in Israel einberufen wurde um sich erklären zu müssen. \n\nGibt es da einen Faktencheck?\n\n#Rosenbus",2020-12-21 17:49:40+00:00,0,Israel,neutral,0.9993211,0.00041289197,0.0011153679,0.00021491866,0.00014127526,0.9993211
1340386112875978754,vjsbayern,Wir unterstützen den offenen Brief des @jufomuenchen als Antwort auf die Statements der „Initiative GG 5.3 #Weltoffenheit“ und der Unterstützungsinitiative „Nothing Can Be Changed Until It’s Faced“. (1/2) #BDS #Israel #Antisemitismus https://t.co/ypLAPY7POr,2020-12-19 19:58:47+00:00,0,Israel,neutral,0.9992847,0.0007725654,0.0006188835,0.00022766908,0.00014453071,0.9992847
1339464099080646658,SchmaJisrael,"Höre, Israel, der HERR ist unser Gott, der HERR allein! /\nUnd du sollst den HERRN, deinen Gott, lieb haben von ganzem Herzen, von ganzer Seele und mit all deiner Kraft! /\n\nhttps://t.co/WlJQIUGgJt",2020-12-17 06:55:01+00:00,0,Israel,neutral,0.9994437,0.00036503832,0.00041658993,0.0004786943,0.0003090304,0.9994437
1339214457856090114,NavyDefenceBird,HENSOLDT and Israel Aerospace Industries to offer radar for German Navy F124 Sachsen-Class ... https://t.co/y8tZGE0qev,2020-12-16 14:23:02+00:00,0,Israel,neutral,0.99933475,0.00024031437,0.001017251,0.00028539012,0.00051857304,0.99933475
1339211783333146625,Drandrauf92,@Dibeldoo @vonbaselitz @Pitohui63388940 Stimmt Antifa und Linke rufen lieber auf Anti-Israel-Demos in Berlin daß Juden ins Gas gehören. So geschehen und dokumentiert bei der letzten Demo.,2020-12-16 14:12:25+00:00,0,Israel,neutral,0.99927443,0.0007169528,0.0015035433,0.0005332649,0.00027420724,0.99927443
1338912866473291786,medbuer,"ES IST EIN SKANDAL, dass Institutionen, die den Boykott eines einzigen Staates auf der Welt - Israel - unterstützen, mit deutschen Steuergeldern gefördert werden. \nSolange das der Fall ist, werde ich NICHT schweigen.",2020-12-15 18:24:37+00:00,0,Israel,neutral,0.9990446,0.00048206214,0.0021197898,0.00045885818,0.00015741025,0.9990446
1338509887635066886,apollo_news_de,"Der neue Friedensdeal zwischen Marokko und Israel ist schon der 4. dieser Art, den die Trump-Regierung vermittelt hat - all das in diesem Jahr🕊️\nhttps://t.co/8B156f2L2N",2020-12-14 15:43:20+00:00,0,Israel,neutral,0.9993368,0.00056621485,0.00234292,0.0007083336,0.00023752596,0.9993368
1337845159002845185,MollersPaul,"@jana_hensel @filepschulz Nun staatlich gefördert, unfassbar:\n\nIm Namen von ""Antirassismus"" &amp; ""Teilhaberegulierung"" können jetzt vor allem interessierte ""Aktivisten"" den Weg für den politischen Islam &amp; Anti-Israel-Agitation ebnen:\n\nhttps://t.co/QPy5BxZubd\n\n#DeZIM #Foroutan #Attia #Bax",2020-12-12 19:41:56+00:00,0,Israel,neutral,0.9986222,0.0004482631,0.0013943696,0.0002477072,0.00014529539,0.9986222
