ID,Username,CreateDate,Biased,Keyword,Text
1242382710561107969,SevenShepherd,2020-03-24 09:28:15+00:00,0,Israel,"""[Even] an heritage unto Israel his servant: for his mercy [endureth] for ever."" ~Psalms 136:22 #Bible #Poetry #God"
1221102213797498882,BPost222,2020-01-25 16:07:09+00:00,0,Israel,"Israel Gym \n\n Latias \n\nGym : Don Quixote \nCity : Ramat Gan \nTeam : \nTime : xx:31\n\n32.050971,34.776826\n#ExPassGym\n#PokemonGo"
1213188309155008513,LadyLiberty1791,2020-01-03 20:00:07+00:00,0,Israel,Iran lied to America and the west\n\nIran funds terror against America and Israel\n\nWhy did Obama and Biden send them $1 billion in CASH?\n\nDid they get anything in return?\n\nWhy is John Kerry allowed to secretly negotiate in defiance of the Logan Act?\n\nInvestigate these ties to Iran!
1216390039065780225,MikeReeseM,2020-01-12 16:02:39+00:00,0,Israel,From India to Hungary to the US . . . Israel finds comfort with the most repressive and totalitarian regimes in the world. Its what it is.
1233523876606468099,rockapepolitics,2020-02-28 22:46:24+00:00,0,Israel,The boycott movement (#BDS) against Israel is so obviously rooted in antisemitism. \n\nIt is telling that nations such as Germany and Austria - who know exactly what antisemitic boycotts look like - wont tolerate it at all. \n\nThey know what it is and where it leads.
1229064832747483137,TunjiGbadamosi,2020-02-16 15:27:45+00:00,0,Israel,"You don't get to label anyone critical of Israel and the weaponisation of antisemitism as ""a crank"" and label the evidenceless claims of former Guido employees as ""something to be taken seriously"" and then be angry RLB took the only stance that wouldn't lead to mass condemnation"
1240689090007158784,BRICBreaker,2020-03-19 17:18:24+00:00,0,Israel,"From Sheba hospital in Israel, which is handling #coronavirus patients....""national strategy was containment, mitigation, and increasing capacity for coronavirus patients. And develop a strategy to separate corona patients from other patients. Heavily dependent on DIAGNOSTICS."""
1230635175152799744,PINKItsJustMe,2020-02-20 23:27:44+00:00,0,Israel,God told me to eat like Israel
1254001483735019520,elizabeths_sis,2020-04-25 10:57:06+00:00,0,Israel,"41/ It was *after* that WASHINGTON POST report, of course, that we learned from ABC and THE TIMES OF ISRAEL that in fact Trump's team *did* recognize the growing pandemic threat—in November 2019—it's just that it did nothing about it (nor China's pandemic-oriented trade demands)."
1240738405803327489,MitzvahStream,2020-03-19 20:34:22+00:00,0,Israel,"ISRAEL: BREAKING: Netanyahu: People of Israel are ordered to stay at home for 7 days. ""It is now a command."" Police will enforce it."
